Date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
12/02/2030,610542,576023,568090,568382,707107,991990,1251031,1167025,1166991,979289,787679,779738,735167,714342,699482,767121,1222549,1766761,2058041,2006616,1990807,1658740,1233444,883605
13/02/2030,685554,659788,656270,659696,791767,1064673,1357463,1237147,1211316,1024932,820173,798315,749307,720332,698806,762641,1204412,1795331,2008740,1958240,1942127,1617107,1202098,862980
14/02/2030,690321,662917,659620,662677,807724,1104376,1427538,1287496,1308130,1101592,888305,860465,799491,770154,759584,841674,1260194,1888490,2123931,2069915,2056424,1710754,1268503,900007
15/02/2030,673926,639503,631536,632554,770046,1054715,1361984,1227507,1275694,1086754,900908,888939,837171,812677,800167,870186,1270432,1861253,2094091,2024950,2000293,1643450,1201862,833164
16/02/2030,594550,561124,550406,543506,676342,950778,1234562,1049855,962082,768411,572746,557661,520066,479943,467650,538535,935563,1646601,1934904,1886218,1868582,1538585,1118737,760741
17/02/2030,545670,509850,500178,493568,624904,896833,1175904,997875,909708,715777,526278,521326,493651,462533,464034,549433,953592,1649781,1957516,1914491,1905223,1581093,1171627,821533
18/02/2030,599830,567464,559553,556681,688495,964150,1209626,1120832,1153829,978255,795320,782675,731854,706005,699938,769977,1149504,1712597,1973617,1917788,1898494,1574522,1157260,808516
19/02/2030,610542,576023,568090,568382,707107,991990,1251031,1167025,1166991,979289,787679,779738,735167,714342,699482,767121,1222549,1766761,2058041,2006616,1990807,1658740,1233444,883605
20/02/2030,685554,659788,656270,659696,791767,1064673,1357463,1237147,1211316,1024932,820173,798315,749307,720332,698806,762641,1204412,1795331,2008740,1958240,1942127,1617107,1202098,862980
21/02/2030,690321,662917,659620,662677,807724,1104376,1427538,1287496,1308130,1101592,888305,860465,799491,770154,759584,841674,1260194,1888490,2123931,2069915,2056424,1710754,1268503,900007
22/02/2030,673926,639503,631536,632554,770046,1054715,1361984,1227507,1275694,1086754,900908,888939,837171,812677,800167,870186,1270432,1861253,2094091,2024950,2000293,1643450,1201862,833164
23/02/2030,594550,561124,550406,543506,676342,950778,1234562,1049855,962082,768411,572746,557661,520066,479943,467650,538535,935563,1646601,1934904,1886218,1868582,1538585,1118737,760741
24/02/2030,545670,509850,500178,493568,624904,896833,1175904,997875,909708,715777,526278,521326,493651,462533,464034,549433,953592,1649781,1957516,1914491,1905223,1581093,1171627,821533
25/02/2030,599830,567464,559553,556681,688495,964150,1209626,1120832,1153829,978255,795320,782675,731854,706005,699938,769977,1149504,1712597,1973617,1917788,1898494,1574522,1157260,808516
26/02/2030,610542,576023,568090,568382,707107,991990,1251031,1167025,1166991,979289,787679,779738,735167,714342,699482,767121,1222549,1766761,2058041,2006616,1990807,1658740,1233444,883605
27/02/2030,685554,659788,656270,659696,791767,1064673,1357463,1237147,1211316,1024932,820173,798315,749307,720332,698806,762641,1204412,1795331,2008740,1958240,1942127,1617107,1202098,862980
28/02/2030,690321,662917,659620,662677,807724,1104376,1427538,1287496,1308130,1101592,888305,860465,799491,770154,759584,841674,1260194,1888490,2123931,2069915,2056424,1710754,1268503,900007
01/03/2030,475715,442628,427265,503331,742879,1091620,1078308,1101821,1068170,875403,790883,807661,803565,799734,838199,1092603,1413676,1729218,2130015,2068088,1845285,1393630,934380,609914
02/03/2030,450378,426095,420846,494667,713825,1029020,980330,921003,793659,587560,478875,458821,414456,387562,422586,712510,1145112,1525517,1954007,1918554,1728675,1325339,904586,594135
03/03/2030,444378,427912,425039,536765,794197,1110780,987586,860401,718807,512573,454264,436194,387623,369601,441157,826032,1240844,1538847,1906118,1883263,1613813,1194028,797317,537465
04/03/2030,439090,422410,418193,518377,757199,1058453,961402,980762,904271,732187,697363,696155,707677,730422,831539,1185353,1439244,1636126,1896375,1841987,1572736,1174007,788639,546191
05/03/2030,514474,500433,499511,614959,893152,1239395,1124076,1139353,987575,764649,702068,667485,634378,615042,662423,1033238,1367583,1604681,1943787,1932361,1650881,1222525,818800,556585
06/03/2030,525275,505580,506042,591050,831852,1184962,1142542,1148308,1025826,791308,669295,647621,624331,619789,684904,1007417,1388145,1674419,2035249,1981776,1775873,1354943,919489,602812
07/03/2030,464939,438325,408918,485914,742313,1099438,1056981,1063139,1015943,831323,766555,810843,809735,821533,894007,1198858,1554409,1858493,2222069,2122923,1883701,1420191,950133,617298
08/03/2030,475715,442628,427265,503331,742879,1091620,1078308,1101821,1068170,875403,790883,807661,803565,799734,838199,1092603,1413676,1729218,2130015,2068088,1845285,1393630,934380,609914
09/03/2030,450378,426095,420846,494667,713825,1029020,980330,921003,793659,587560,478875,458821,414456,387562,422586,712510,1145112,1525517,1954007,1918554,1728675,1325339,904586,594135
10/03/2030,444378,427912,425039,536765,794197,1110780,987586,860401,718807,512573,454264,436194,387623,369601,441157,826032,1240844,1538847,1906118,1883263,1613813,1194028,797317,537465
11/03/2030,439090,422410,418193,518377,757199,1058453,961402,980762,904271,732187,697363,696155,707677,730422,831539,1185353,1439244,1636126,1896375,1841987,1572736,1174007,788639,546191
12/03/2030,514474,500433,499511,614959,893152,1239395,1124076,1139353,987575,764649,702068,667485,634378,615042,662423,1033238,1367583,1604681,1943787,1932361,1650881,1222525,818800,556585
13/03/2030,525275,505580,506042,591050,831852,1184962,1142542,1148308,1025826,791308,669295,647621,624331,619789,684904,1007417,1388145,1674419,2035249,1981776,1775873,1354943,919489,602812
14/03/2030,464939,438325,408918,485914,742313,1099438,1056981,1063139,1015943,831323,766555,810843,809735,821533,894007,1198858,1554409,1858493,2222069,2122923,1883701,1420191,950133,617298
15/03/2030,475715,442628,427265,503331,742879,1091620,1078308,1101821,1068170,875403,790883,807661,803565,799734,838199,1092603,1413676,1729218,2130015,2068088,1845285,1393630,934380,609914
16/03/2030,450378,426095,420846,494667,713825,1029020,980330,921003,793659,587560,478875,458821,414456,387562,422586,712510,1145112,1525517,1954007,1918554,1728675,1325339,904586,594135
17/03/2030,444378,427912,425039,536765,794197,1110780,987586,860401,718807,512573,454264,436194,387623,369601,441157,826032,1240844,1538847,1906118,1883263,1613813,1194028,797317,537465
18/03/2030,439090,422410,418193,518377,757199,1058453,961402,980762,904271,732187,697363,696155,707677,730422,831539,1185353,1439244,1636126,1896375,1841987,1572736,1174007,788639,546191
19/03/2030,514474,500433,499511,614959,893152,1239395,1124076,1139353,987575,764649,702068,667485,634378,615042,662423,1033238,1367583,1604681,1943787,1932361,1650881,1222525,818800,556585
20/03/2030,525275,505580,506042,591050,831852,1184962,1142542,1148308,1025826,791308,669295,647621,624331,619789,684904,1007417,1388145,1674419,2035249,1981776,1775873,1354943,919489,602812
21/03/2030,464939,438325,408918,485914,742313,1099438,1056981,1063139,1015943,831323,766555,810843,809735,821533,894007,1198858,1554409,1858493,2222069,2122923,1883701,1420191,950133,617298
22/03/2030,475715,442628,427265,503331,742879,1091620,1078308,1101821,1068170,875403,790883,807661,803565,799734,838199,1092603,1413676,1729218,2130015,2068088,1845285,1393630,934380,609914
23/03/2030,450378,426095,420846,494667,713825,1029020,980330,921003,793659,587560,478875,458821,414456,387562,422586,712510,1145112,1525517,1954007,1918554,1728675,1325339,904586,594135
24/03/2030,444378,427912,425039,536765,794197,1110780,987586,860401,718807,512573,454264,436194,387623,369601,441157,826032,1240844,1538847,1906118,1883263,1613813,1194028,797317,537465
25/03/2030,439090,422410,418193,518377,757199,1058453,961402,980762,904271,732187,697363,696155,707677,730422,831539,1185353,1439244,1636126,1896375,1841987,1572736,1174007,788639,546191
26/03/2030,514474,500433,499511,614959,893152,1239395,1124076,1139353,987575,764649,702068,667485,634378,615042,662423,1033238,1367583,1604681,1943787,1932361,1650881,1222525,818800,556585
27/03/2030,525275,505580,506042,591050,831852,1184962,1142542,1148308,1025826,791308,669295,647621,624331,619789,684904,1007417,1388145,1674419,2035249,1981776,1775873,1354943,919489,602812
28/03/2030,464939,438325,408918,485914,742313,1099438,1056981,1063139,1015943,831323,766555,810843,809735,821533,894007,1198858,1554409,1858493,2222069,2122923,1883701,1420191,950133,617298
29/03/2030,475715,442628,427265,503331,742879,1091620,1078308,1101821,1068170,875403,790883,807661,803565,799734,838199,1092603,1413676,1729218,2130015,2068088,1845285,1393630,934380,609914
30/03/2030,450378,426095,420846,494667,713825,1029020,980330,921003,793659,587560,478875,458821,414456,387562,422586,712510,1145112,1525517,1954007,1918554,1728675,1325339,904586,594135
31/03/2030,444378,427912,425039,536765,794197,1110780,987586,860401,718807,512573,454264,436194,387623,369601,441157,826032,1240844,1538847,1906118,1883263,1613813,1194028,797317,537465
01/04/2030,351615,337604,338815,480662,786593,906848,932160,956995,821280,631989,648053,619666,602778,593036,685739,1141079,1367504,1474620,1668243,1792040,1437531,999100,633245,406815
02/04/2030,381751,370221,371470,512991,822131,909877,981255,1009967,826176,624741,629244,604881,587785,570639,652115,1119991,1408147,1534072,1716238,1866261,1502538,1052799,675502,442752
03/04/2030,421216,406321,408271,555756,874598,930326,1032859,1050590,851123,635414,634346,602633,588378,575140,659854,1146557,1436626,1547948,1736236,1889522,1511200,1048254,664658,432543
04/04/2030,382793,368978,348022,456599,758748,809779,902419,920692,799654,619606,661996,716245,805450,862969,987874,1427280,1641316,1733310,1838826,1923826,1543584,1081075,717049,486742
05/04/2030,400324,382351,376224,471309,702187,750471,864242,934335,888865,809259,893559,910087,904976,892991,953401,1328867,1487691,1553601,1654394,1725386,1375989,991111,681339,467096
06/04/2030,401114,387515,388972,515690,791897,882668,887210,759425,623393,432453,437604,420986,381469,368451,453693,909464,1319481,1444636,1624860,1747040,1408971,987638,635354,417862
07/04/2030,380298,366142,362326,483971,747472,831931,828028,705957,570274,389150,401154,405402,382496,401505,530864,985013,1378640,1517132,1657372,1718643,1365070,944772,591157,379540
08/04/2030,351615,337604,338815,480662,786593,906848,932160,956995,821280,631989,648053,619666,602778,593036,685739,1141079,1367504,1474620,1668243,1792040,1437531,999100,633245,406815
09/04/2030,381751,370221,371470,512991,822131,909877,981255,1009967,826176,624741,629244,604881,587785,570639,652115,1119991,1408147,1534072,1716238,1866261,1502538,1052799,675502,442752
10/04/2030,421216,406321,408271,555756,874598,930326,1032859,1050590,851123,635414,634346,602633,588378,575140,659854,1146557,1436626,1547948,1736236,1889522,1511200,1048254,664658,432543
11/04/2030,382793,368978,348022,456599,758748,809779,902419,920692,799654,619606,661996,716245,805450,862969,987874,1427280,1641316,1733310,1838826,1923826,1543584,1081075,717049,486742
12/04/2030,400324,382351,376224,471309,702187,750471,864242,934335,888865,809259,893559,910087,904976,892991,953401,1328867,1487691,1553601,1654394,1725386,1375989,991111,681339,467096
13/04/2030,401114,387515,388972,515690,791897,882668,887210,759425,623393,432453,437604,420986,381469,368451,453693,909464,1319481,1444636,1624860,1747040,1408971,987638,635354,417862
14/04/2030,380298,366142,362326,483971,747472,831931,828028,705957,570274,389150,401154,405402,382496,401505,530864,985013,1378640,1517132,1657372,1718643,1365070,944772,591157,379540
15/04/2030,351615,337604,338815,480662,786593,906848,932160,956995,821280,631989,648053,619666,602778,593036,685739,1141079,1367504,1474620,1668243,1792040,1437531,999100,633245,406815
16/04/2030,381751,370221,371470,512991,822131,909877,981255,1009967,826176,624741,629244,604881,587785,570639,652115,1119991,1408147,1534072,1716238,1866261,1502538,1052799,675502,442752
17/04/2030,421216,406321,408271,555756,874598,930326,1032859,1050590,851123,635414,634346,602633,588378,575140,659854,1146557,1436626,1547948,1736236,1889522,1511200,1048254,664658,432543
18/04/2030,382793,368978,348022,456599,758748,809779,902419,920692,799654,619606,661996,716245,805450,862969,987874,1427280,1641316,1733310,1838826,1923826,1543584,1081075,717049,486742
19/04/2030,400324,382351,376224,471309,702187,750471,864242,934335,888865,809259,893559,910087,904976,892991,953401,1328867,1487691,1553601,1654394,1725386,1375989,991111,681339,467096
20/04/2030,401114,387515,388972,515690,791897,882668,887210,759425,623393,432453,437604,420986,381469,368451,453693,909464,1319481,1444636,1624860,1747040,1408971,987638,635354,417862
21/04/2030,380298,366142,362326,483971,747472,831931,828028,705957,570274,389150,401154,405402,382496,401505,530864,985013,1378640,1517132,1657372,1718643,1365070,944772,591157,379540
22/04/2030,351615,337604,338815,480662,786593,906848,932160,956995,821280,631989,648053,619666,602778,593036,685739,1141079,1367504,1474620,1668243,1792040,1437531,999100,633245,406815
23/04/2030,381751,370221,371470,512991,822131,909877,981255,1009967,826176,624741,629244,604881,587785,570639,652115,1119991,1408147,1534072,1716238,1866261,1502538,1052799,675502,442752
24/04/2030,421216,406321,408271,555756,874598,930326,1032859,1050590,851123,635414,634346,602633,588378,575140,659854,1146557,1436626,1547948,1736236,1889522,1511200,1048254,664658,432543
25/04/2030,382793,368978,348022,456599,758748,809779,902419,920692,799654,619606,661996,716245,805450,862969,987874,1427280,1641316,1733310,1838826,1923826,1543584,1081075,717049,486742
26/04/2030,400324,382351,376224,471309,702187,750471,864242,934335,888865,809259,893559,910087,904976,892991,953401,1328867,1487691,1553601,1654394,1725386,1375989,991111,681339,467096
27/04/2030,401114,387515,388972,515690,791897,882668,887210,759425,623393,432453,437604,420986,381469,368451,453693,909464,1319481,1444636,1624860,1747040,1408971,987638,635354,417862
28/04/2030,380298,366142,362326,483971,747472,831931,828028,705957,570274,389150,401154,405402,382496,401505,530864,985013,1378640,1517132,1657372,1718643,1365070,944772,591157,379540
29/04/2030,351615,337604,338815,480662,786593,906848,932160,956995,821280,631989,648053,619666,602778,593036,685739,1141079,1367504,1474620,1668243,1792040,1437531,999100,633245,406815
30/04/2030,381751,370221,371470,512991,822131,909877,981255,1009967,826176,624741,629244,604881,587785,570639,652115,1119991,1408147,1534072,1716238,1866261,1502538,1052799,675502,442752
01/05/2030,348315,307549,284884,366823,493414,560165,739698,827680,789634,740202,822791,868249,919502,951404,1045983,1404522,1626369,1698364,1631105,1785178,1450308,1048820,712788,488940
02/05/2030,408127,348171,325249,397427,496650,572095,744588,817911,823151,799352,915141,980041,1062539,1102185,1161232,1477934,1614760,1700774,1655098,1800447,1480880,1084774,762292,550344
03/05/2030,517070,449327,424002,500442,610128,700075,884790,920445,874177,829840,950007,1014359,977455,974009,1072077,1461219,1582924,1631595,1542743,1670355,1298103,886406,557089,345205
04/05/2030,321169,269144,260409,417411,589048,673691,872684,735059,567866,357602,392617,391647,369868,368879,488414,1070846,1573934,1721195,1662600,2022868,1621194,1085322,646270,368798
05/05/2030,326444,297672,294621,438949,579572,661797,844992,717573,559309,365910,394703,400362,382317,377891,501811,1037061,1514917,1681640,1633500,1945765,1554350,1044739,619421,366307
06/05/2030,319998,297429,297151,418469,596736,646743,832531,859668,741700,595516,662477,690795,735248,774127,889139,1344858,1541766,1642399,1585757,1856392,1490939,1013930,622242,375821
07/05/2030,307194,280686,280057,398143,546328,602891,785910,841592,734506,644022,741388,772346,804250,841088,948510,1380692,1639647,1720837,1657666,1858022,1485330,1050816,678917,432182
08/05/2030,348315,307549,284884,366823,493414,560165,739698,827680,789634,740202,822791,868249,919502,951404,1045983,1404522,1626369,1698364,1631105,1785178,1450308,1048820,712788,488940
09/05/2030,408127,348171,325249,397427,496650,572095,744588,817911,823151,799352,915141,980041,1062539,1102185,1161232,1477934,1614760,1700774,1655098,1800447,1480880,1084774,762292,550344
10/05/2030,517070,449327,424002,500442,610128,700075,884790,920445,874177,829840,950007,1014359,977455,974009,1072077,1461219,1582924,1631595,1542743,1670355,1298103,886406,557089,345205
11/05/2030,321169,269144,260409,417411,589048,673691,872684,735059,567866,357602,392617,391647,369868,368879,488414,1070846,1573934,1721195,1662600,2022868,1621194,1085322,646270,368798
12/05/2030,326444,297672,294621,438949,579572,661797,844992,717573,559309,365910,394703,400362,382317,377891,501811,1037061,1514917,1681640,1633500,1945765,1554350,1044739,619421,366307
13/05/2030,319998,297429,297151,418469,596736,646743,832531,859668,741700,595516,662477,690795,735248,774127,889139,1344858,1541766,1642399,1585757,1856392,1490939,1013930,622242,375821
14/05/2030,307194,280686,280057,398143,546328,602891,785910,841592,734506,644022,741388,772346,804250,841088,948510,1380692,1639647,1720837,1657666,1858022,1485330,1050816,678917,432182
15/05/2030,348315,307549,284884,366823,493414,560165,739698,827680,789634,740202,822791,868249,919502,951404,1045983,1404522,1626369,1698364,1631105,1785178,1450308,1048820,712788,488940
16/05/2030,408127,348171,325249,397427,496650,572095,744588,817911,823151,799352,915141,980041,1062539,1102185,1161232,1477934,1614760,1700774,1655098,1800447,1480880,1084774,762292,550344
17/05/2030,517070,449327,424002,500442,610128,700075,884790,920445,874177,829840,950007,1014359,977455,974009,1072077,1461219,1582924,1631595,1542743,1670355,1298103,886406,557089,345205
18/05/2030,321169,269144,260409,417411,589048,673691,872684,735059,567866,357602,392617,391647,369868,368879,488414,1070846,1573934,1721195,1662600,2022868,1621194,1085322,646270,368798
19/05/2030,326444,297672,294621,438949,579572,661797,844992,717573,559309,365910,394703,400362,382317,377891,501811,1037061,1514917,1681640,1633500,1945765,1554350,1044739,619421,366307
20/05/2030,319998,297429,297151,418469,596736,646743,832531,859668,741700,595516,662477,690795,735248,774127,889139,1344858,1541766,1642399,1585757,1856392,1490939,1013930,622242,375821
21/05/2030,307194,280686,280057,398143,546328,602891,785910,841592,734506,644022,741388,772346,804250,841088,948510,1380692,1639647,1720837,1657666,1858022,1485330,1050816,678917,432182
22/05/2030,348315,307549,284884,366823,493414,560165,739698,827680,789634,740202,822791,868249,919502,951404,1045983,1404522,1626369,1698364,1631105,1785178,1450308,1048820,712788,488940
23/05/2030,408127,348171,325249,397427,496650,572095,744588,817911,823151,799352,915141,980041,1062539,1102185,1161232,1477934,1614760,1700774,1655098,1800447,1480880,1084774,762292,550344
24/05/2030,517070,449327,424002,500442,610128,700075,884790,920445,874177,829840,950007,1014359,977455,974009,1072077,1461219,1582924,1631595,1542743,1670355,1298103,886406,557089,345205
25/05/2030,321169,269144,260409,417411,589048,673691,872684,735059,567866,357602,392617,391647,369868,368879,488414,1070846,1573934,1721195,1662600,2022868,1621194,1085322,646270,368798
26/05/2030,326444,297672,294621,438949,579572,661797,844992,717573,559309,365910,394703,400362,382317,377891,501811,1037061,1514917,1681640,1633500,1945765,1554350,1044739,619421,366307
27/05/2030,319998,297429,297151,418469,596736,646743,832531,859668,741700,595516,662477,690795,735248,774127,889139,1344858,1541766,1642399,1585757,1856392,1490939,1013930,622242,375821
28/05/2030,307194,280686,280057,398143,546328,602891,785910,841592,734506,644022,741388,772346,804250,841088,948510,1380692,1639647,1720837,1657666,1858022,1485330,1050816,678917,432182
29/05/2030,348315,307549,284884,366823,493414,560165,739698,827680,789634,740202,822791,868249,919502,951404,1045983,1404522,1626369,1698364,1631105,1785178,1450308,1048820,712788,488940
30/05/2030,408127,348171,325249,397427,496650,572095,744588,817911,823151,799352,915141,980041,1062539,1102185,1161232,1477934,1614760,1700774,1655098,1800447,1480880,1084774,762292,550344
31/05/2030,517070,449327,424002,500442,610128,700075,884790,920445,874177,829840,950007,1014359,977455,974009,1072077,1461219,1582924,1631595,1542743,1670355,1298103,886406,557089,345205
01/06/2030,487931,410668,362369,403528,437643,565993,745262,754605,784696,771795,858451,920834,959613,1021847,1120994,1412957,1650728,1657473,1539491,1601551,1349555,982388,665259,447952
02/06/2030,428797,374067,341213,424254,468894,625102,827563,782021,781270,782765,864867,865626,880015,881215,987672,1373161,1606580,1628974,1526660,1656663,1414128,992555,638588,402441
03/06/2030,338454,301947,311864,398333,457552,611975,809061,898043,899525,891702,1010666,1044997,1134655,1223733,1362636,1634687,1745348,1864751,1736634,1765770,1474265,1057056,711961,468003
04/06/2030,385880,363698,346194,413639,464032,588713,780363,886898,868475,844972,963386,1063240,1156699,1245171,1368758,1668428,1808249,1879043,1779251,1851853,1594129,1194746,843409,597701
05/06/2030,510483,447568,420291,473818,520005,687266,876975,978090,934507,880413,981782,1054096,1095051,1125860,1258324,1625461,1823716,1916270,1817829,1843240,1571555,1183355,867362,643752
06/06/2030,395105,333089,302491,390605,452458,626745,871965,1013917,1050347,1043169,1155560,1196107,1273900,1302390,1448125,1842652,2014819,2081417,1904274,1977435,1700802,1206901,789784,526816
07/06/2030,405047,377330,367505,439487,495507,629868,806256,885244,884713,887068,1053113,1198120,1292089,1361036,1501932,1810393,1942028,1993629,1846630,1879721,1621648,1226178,882747,614565
08/06/2030,487931,410668,362369,403528,437643,565993,745262,754605,784696,771795,858451,920834,959613,1021847,1120994,1412957,1650728,1657473,1539491,1601551,1349555,982388,665259,447952
09/06/2030,428797,374067,341213,424254,468894,625102,827563,782021,781270,782765,864867,865626,880015,881215,987672,1373161,1606580,1628974,1526660,1656663,1414128,992555,638588,402441
10/06/2030,338454,301947,311864,398333,457552,611975,809061,898043,899525,891702,1010666,1044997,1134655,1223733,1362636,1634687,1745348,1864751,1736634,1765770,1474265,1057056,711961,468003
11/06/2030,385880,363698,346194,413639,464032,588713,780363,886898,868475,844972,963386,1063240,1156699,1245171,1368758,1668428,1808249,1879043,1779251,1851853,1594129,1194746,843409,597701
12/06/2030,510483,447568,420291,473818,520005,687266,876975,978090,934507,880413,981782,1054096,1095051,1125860,1258324,1625461,1823716,1916270,1817829,1843240,1571555,1183355,867362,643752
13/06/2030,395105,333089,302491,390605,452458,626745,871965,1013917,1050347,1043169,1155560,1196107,1273900,1302390,1448125,1842652,2014819,2081417,1904274,1977435,1700802,1206901,789784,526816
14/06/2030,405047,377330,367505,439487,495507,629868,806256,885244,884713,887068,1053113,1198120,1292089,1361036,1501932,1810393,1942028,1993629,1846630,1879721,1621648,1226178,882747,614565
15/06/2030,487931,410668,362369,403528,437643,565993,745262,754605,784696,771795,858451,920834,959613,1021847,1120994,1412957,1650728,1657473,1539491,1601551,1349555,982388,665259,447952
16/06/2030,428797,374067,341213,424254,468894,625102,827563,782021,781270,782765,864867,865626,880015,881215,987672,1373161,1606580,1628974,1526660,1656663,1414128,992555,638588,402441
17/06/2030,338454,301947,311864,398333,457552,611975,809061,898043,899525,891702,1010666,1044997,1134655,1223733,1362636,1634687,1745348,1864751,1736634,1765770,1474265,1057056,711961,468003
18/06/2030,385880,363698,346194,413639,464032,588713,780363,886898,868475,844972,963386,1063240,1156699,1245171,1368758,1668428,1808249,1879043,1779251,1851853,1594129,1194746,843409,597701
19/06/2030,510483,447568,420291,473818,520005,687266,876975,978090,934507,880413,981782,1054096,1095051,1125860,1258324,1625461,1823716,1916270,1817829,1843240,1571555,1183355,867362,643752
20/06/2030,395105,333089,302491,390605,452458,626745,871965,1013917,1050347,1043169,1155560,1196107,1273900,1302390,1448125,1842652,2014819,2081417,1904274,1977435,1700802,1206901,789784,526816
21/06/2030,405047,377330,367505,439487,495507,629868,806256,885244,884713,887068,1053113,1198120,1292089,1361036,1501932,1810393,1942028,1993629,1846630,1879721,1621648,1226178,882747,614565
22/06/2030,487931,410668,362369,403528,437643,565993,745262,754605,784696,771795,858451,920834,959613,1021847,1120994,1412957,1650728,1657473,1539491,1601551,1349555,982388,665259,447952
23/06/2030,428797,374067,341213,424254,468894,625102,827563,782021,781270,782765,864867,865626,880015,881215,987672,1373161,1606580,1628974,1526660,1656663,1414128,992555,638588,402441
24/06/2030,338454,301947,311864,398333,457552,611975,809061,898043,899525,891702,1010666,1044997,1134655,1223733,1362636,1634687,1745348,1864751,1736634,1765770,1474265,1057056,711961,468003
25/06/2030,385880,363698,346194,413639,464032,588713,780363,886898,868475,844972,963386,1063240,1156699,1245171,1368758,1668428,1808249,1879043,1779251,1851853,1594129,1194746,843409,597701
26/06/2030,510483,447568,420291,473818,520005,687266,876975,978090,934507,880413,981782,1054096,1095051,1125860,1258324,1625461,1823716,1916270,1817829,1843240,1571555,1183355,867362,643752
27/06/2030,395105,333089,302491,390605,452458,626745,871965,1013917,1050347,1043169,1155560,1196107,1273900,1302390,1448125,1842652,2014819,2081417,1904274,1977435,1700802,1206901,789784,526816
28/06/2030,405047,377330,367505,439487,495507,629868,806256,885244,884713,887068,1053113,1198120,1292089,1361036,1501932,1810393,1942028,1993629,1846630,1879721,1621648,1226178,882747,614565
29/06/2030,487931,410668,362369,403528,437643,565993,745262,754605,784696,771795,858451,920834,959613,1021847,1120994,1412957,1650728,1657473,1539491,1601551,1349555,982388,665259,447952
30/06/2030,428797,374067,341213,424254,468894,625102,827563,782021,781270,782765,864867,865626,880015,881215,987672,1373161,1606580,1628974,1526660,1656663,1414128,992555,638588,402441
01/07/2030,579360,517854,492893,545747,614006,729404,925642,1048599,1105704,1111554,1264320,1353089,1411825,1499531,1650364,1965835,2103391,2155548,2019929,2064557,1805428,1403000,1023816,750862
02/07/2030,687278,633899,581644,602348,664484,780161,996825,1090779,1110029,1154372,1306583,1383788,1414067,1482651,1602157,1960468,2196670,2250292,2122184,2150779,1887149,1461052,1073338,802094
03/07/2030,723501,650772,622777,677214,783837,919799,1139465,1284590,1294848,1317439,1464060,1579366,1591460,1536414,1573392,1924185,2141142,2179642,2031233,2007917,1706539,1322607,976898,727160
04/07/2030,636279,591684,594777,668142,760927,867792,1074482,1153087,1127436,1130438,1280154,1394552,1501257,1649159,1854689,2251059,2441300,2491542,2318303,2353409,2042147,1609178,1216490,896207
05/07/2030,725362,677549,640322,676069,757640,869193,1090104,1251049,1346144,1427994,1586859,1630182,1615036,1612899,1631682,2030626,2256305,2177398,1997150,2084598,1830661,1428492,1068061,804746
06/07/2030,642320,541443,478917,523135,579520,691612,899802,901899,907925,932332,1089926,1204940,1251128,1322360,1437621,1718090,1908276,1972320,1878837,1909280,1675622,1308698,969212,725818
07/07/2030,636075,552494,509216,540555,582079,687390,882277,930319,986949,1011459,1137202,1270751,1354938,1416432,1529369,1820120,1864202,1796807,1670530,1720778,1494699,1149678,845505,624596
08/07/2030,579360,517854,492893,545747,614006,729404,925642,1048599,1105704,1111554,1264320,1353089,1411825,1499531,1650364,1965835,2103391,2155548,2019929,2064557,1805428,1403000,1023816,750862
09/07/2030,687278,633899,581644,602348,664484,780161,996825,1090779,1110029,1154372,1306583,1383788,1414067,1482651,1602157,1960468,2196670,2250292,2122184,2150779,1887149,1461052,1073338,802094
10/07/2030,723501,650772,622777,677214,783837,919799,1139465,1284590,1294848,1317439,1464060,1579366,1591460,1536414,1573392,1924185,2141142,2179642,2031233,2007917,1706539,1322607,976898,727160
11/07/2030,636279,591684,594777,668142,760927,867792,1074482,1153087,1127436,1130438,1280154,1394552,1501257,1649159,1854689,2251059,2441300,2491542,2318303,2353409,2042147,1609178,1216490,896207
12/07/2030,725362,677549,640322,676069,757640,869193,1090104,1251049,1346144,1427994,1586859,1630182,1615036,1612899,1631682,2030626,2256305,2177398,1997150,2084598,1830661,1428492,1068061,804746
13/07/2030,642320,541443,478917,523135,579520,691612,899802,901899,907925,932332,1089926,1204940,1251128,1322360,1437621,1718090,1908276,1972320,1878837,1909280,1675622,1308698,969212,725818
14/07/2030,636075,552494,509216,540555,582079,687390,882277,930319,986949,1011459,1137202,1270751,1354938,1416432,1529369,1820120,1864202,1796807,1670530,1720778,1494699,1149678,845505,624596
15/07/2030,579360,517854,492893,545747,614006,729404,925642,1048599,1105704,1111554,1264320,1353089,1411825,1499531,1650364,1965835,2103391,2155548,2019929,2064557,1805428,1403000,1023816,750862
16/07/2030,687278,633899,581644,602348,664484,780161,996825,1090779,1110029,1154372,1306583,1383788,1414067,1482651,1602157,1960468,2196670,2250292,2122184,2150779,1887149,1461052,1073338,802094
17/07/2030,723501,650772,622777,677214,783837,919799,1139465,1284590,1294848,1317439,1464060,1579366,1591460,1536414,1573392,1924185,2141142,2179642,2031233,2007917,1706539,1322607,976898,727160
18/07/2030,636279,591684,594777,668142,760927,867792,1074482,1153087,1127436,1130438,1280154,1394552,1501257,1649159,1854689,2251059,2441300,2491542,2318303,2353409,2042147,1609178,1216490,896207
